section,age,group,persons,males,females,source_image
2. Brahmanic Hindus.,20-30,MARRIED,5553,3249,2304,Gulbarga.png
2. Brahmanic Hindus.,20-30,WIDOWED,101,58,43,Gulbarga.png
2. Brahmanic Hindus.,20-30,DIVORCED,0,0,0,Gulbarga.png
2. Brahmanic Hindus.,30-40,POPULATION,3028,2056,972,Gulbarga.png
2. Brahmanic Hindus.,30-40,UNMARRIED,23,22,1,Gulbarga.png
2. Brahmanic Hindus.,30-40,MARRIED,2835,1956,879,Gulbarga.png
2. Brahmanic Hindus.,30-40,WIDOWED,170,78,92,Gulbarga.png
2. Brahmanic Hindus.,30-40,DIVORCED,0,0,0,Gulbarga.png
2. Brahmanic Hindus.,40-50,POPULATION,2565,1633,932,Gulbarga.png
2. Brahmanic Hindus.,40-50,UNMARRIED,6,6,0,Gulbarga.png
2. Brahmanic Hindus.,40-50,MARRIED,2308,1490,818,Gulbarga.png
2. Brahmanic Hindus.,40-50,WIDOWED,251,137,114,Gulbarga.png
2. Brahmanic Hindus.,40-50,DIVORCED,0,0,0,Gulbarga.png
2. Brahmanic Hindus.,50-60,POPULATION,1353,727,626,Gulbarga.png
2. Brahmanic Hindus.,50-60,UNMARRIED,17,17,0,Gulbarga.png
2. Brahmanic Hindus.,50-60,MARRIED,1032,589,443,Gulbarga.png
2. Brahmanic Hindus.,50-60,WIDOWED,304,121,183,Gulbarga.png
2. Brahmanic Hindus.,50-60,DIVORCED,0,0,0,Gulbarga.png
2. Brahmanic Hindus.,60 & over,POPULATION,766,540,226,Gulbarga.png
2. Brahmanic Hindus.,60 & over,UNMARRIED,5,5,0,Gulbarga.png
2. Brahmanic Hindus.,60 & over,MARRIED,514,400,114,Gulbarga.png
2. Brahmanic Hindus.,60 & over,WIDOWED,247,135,112,Gulbarga.png
2. Brahmanic Hindus.,60 & over,DIVORCED,0,0,0,Gulbarga.png
3. Other Hindus.,ALL COMMUNITIES.,POPULATION,529327,269734,259593,Gulbarga.png
3. Other Hindus.,ALL COMMUNITIES.,UNMARRIED,175571,102377,73194,Gulbarga.png
3. Other Hindus.,ALL COMMUNITIES.,MARRIED,299166,154388,144778,Gulbarga.png
3. Other Hindus.,ALL COMMUNITIES.,WIDOWED,53180,12237,40943,Gulbarga.png
3. Other Hindus.,ALL COMMUNITIES.,DIVORCED,1410,732,678,Gulbarga.png
3. Other Hindus.,0-1,POPULATION,15252,7986,7266,Gulbarga.png
3. Other Hindus.,0-1,UNMARRIED,14506,7777,6729,Gulbarga.png
3. Other Hindus.,0-1,MARRIED,682,200,482,Gulbarga.png
3. Other Hindus.,0-1,WIDOWED,64,9,55,Gulbarga.png
3. Other Hindus.,0-1,DIVORCED,0,0,0,Gulbarga.png
3. Other Hindus.,1-5,POPULATION,57295,27545,29750,Gulbarga.png
3. Other Hindus.,1-5,UNMARRIED,51832,25661,26171,Gulbarga.png
3. Other Hindus.,1-5,MARRIED,4854,1803,3051,Gulbarga.png
3. Other Hindus.,1-5,WIDOWED,609,81,528,Gulbarga.png
3. Other Hindus.,1-5,DIVORCED,0,0,0,Gulbarga.png
3. Other Hindus.,5-10,POPULATION,67799,34129,33670,Gulbarga.png
3. Other Hindus.,5-10,UNMARRIED,47576,26745,20831,Gulbarga.png
3. Other Hindus.,5-10,MARRIED,19818,7300,12518,Gulbarga.png
3. Other Hindus.,5-10,WIDOWED,405,84,321,Gulbarga.png
3. Other Hindus.,5-10,DIVORCED,0,0,0,Gulbarga.png
3. Other Hindus.,10-15,POPULATION,60036,31420,28616,Gulbarga.png
3. Other Hindus.,10-15,UNMARRIED,35813,21101,14712,Gulbarga.png
3. Other Hindus.,10-15,MARRIED,23501,10193,13308,Gulbarga.png
3. Other Hindus.,10-15,WIDOWED,722,126,596,Gulbarga.png
3. Other Hindus.,10-15,DIVORCED,0,0,0,Gulbarga.png
3. Other Hindus.,15-20,POPULATION,44543,24438,20105,Gulbarga.png
3. Other Hindus.,15-20,UNMARRIED,10081,8466,1615,Gulbarga.png
3. Other Hindus.,15-20,MARRIED,33500,15611,17889,Gulbarga.png
3. Other Hindus.,15-20,WIDOWED,954,355,599,Gulbarga.png
3. Other Hindus.,15-20,DIVORCED,8,6,2,Gulbarga.png
3. Other Hindus.,20-30,POPULATION,87389,46655,40734,Gulbarga.png
3. Other Hindus.,20-30,UNMARRIED,8030,6534,1496,Gulbarga.png
3. Other Hindus.,20-30,MARRIED,75203,38677,36526,Gulbarga.png
3. Other Hindus.,20-30,WIDOWED,4024,1343,2681,Gulbarga.png
3. Other Hindus.,20-30,DIVORCED,132,101,31,Gulbarga.png
3. Other Hindus.,30-40,POPULATION,68601,38162,30439,Gulbarga.png
3. Other Hindus.,30-40,UNMARRIED,3995,3093,902,Gulbarga.png
3. Other Hindus.,30-40,MARRIED,58325,33492,24833,Gulbarga.png
3. Other Hindus.,30-40,WIDOWED,5813,1303,4510,Gulbarga.png
3. Other Hindus.,30-40,DIVORCED,468,274,194,Gulbarga.png
3. Other Hindus.,40-50,POPULATION,49079,23384,25695,Gulbarga.png
3. Other Hindus.,40-50,UNMARRIED,2536,2221,315,Gulbarga.png
3. Other Hindus.,40-50,MARRIED,36004,18430,17574,Gulbarga.png
3. Other Hindus.,40-50,WIDOWED,10090,2502,7588,Gulbarga.png
3. Other Hindus.,40-50,DIVORCED,449,231,218,Gulbarga.png
3. Other Hindus.,50-60,POPULATION,43231,18037,25194,Gulbarga.png
3. Other Hindus.,50-60,UNMARRIED,791,506,285,Gulbarga.png
3. Other Hindus.,50-60,MARRIED,27614,14811,12803,Gulbarga.png
3. Other Hindus.,50-60,WIDOWED,14554,2642,11912,Gulbarga.png
3. Other Hindus.,50-60,DIVORCED,272,78,194,Gulbarga.png
3. Other Hindus.,60 & over,POPULATION,36102,17978,18124,Gulbarga.png
3. Other Hindus.,60 & over,UNMARRIED,411,273,138,Gulbarga.png
3. Other Hindus.,60 & over,MARRIED,19665,13871,5794,Gulbarga.png
3. Other Hindus.,60 & over,WIDOWED,15945,3792,12153,Gulbarga.png
3. Other Hindus.,60 & over,DIVORCED,81,42,39,Gulbarga.png
1. ALL COMMUNITIES.,0-1,POPULATION,42429,20369,22060,Karimnagar.png
1. ALL COMMUNITIES.,0-1,UNMARRIED,42406,20353,22053,Karimnagar.png
1. ALL COMMUNITIES.,0-1,MARRIED,23,16,7,Karimnagar.png
1. ALL COMMUNITIES.,0-1,WIDOWED,0,0,0,Karimnagar.png
1. ALL COMMUNITIES.,0-1,DIVORCED,0,0,0,Karimnagar.png
1. ALL COMMUNITIES.,1-5,POPULATION,190649,85730,104919,Karimnagar.png
1. ALL COMMUNITIES.,1-5,UNMARRIED,186367,83393,102974,Karimnagar.png
1. ALL COMMUNITIES.,1-5,MARRIED,4080,2333,1747,Karimnagar.png
1. ALL COMMUNITIES.,1-5,WIDOWED,47,4,43,Karimnagar.png
1. ALL COMMUNITIES.,1-5,DIVORCED,155,0,155,Karimnagar.png
1. ALL COMMUNITIES.,5-10,POPULATION,142275,87034,55241,Karimnagar.png
1. ALL COMMUNITIES.,5-10,UNMARRIED,113565,78983,34582,Karimnagar.png
1. ALL COMMUNITIES.,5-10,MARRIED,28076,8000,20076,Karimnagar.png
1. ALL COMMUNITIES.,5-10,WIDOWED,509,29,480,Karimnagar.png
1. ALL COMMUNITIES.,5-10,DIVORCED,125,22,103,Karimnagar.png
1. ALL COMMUNITIES.,10-15,POPULATION,156434,86192,70242,Karimnagar.png
1. ALL COMMUNITIES.,10-15,UNMARRIED,89819,64754,25065,Karimnagar.png
1. ALL COMMUNITIES.,10-15,MARRIED,64978,21265,43713,Karimnagar.png
1. ALL COMMUNITIES.,10-15,WIDOWED,1181,105,1076,Karimnagar.png
1. ALL COMMUNITIES.,10-15,DIVORCED,456,68,388,Karimnagar.png
1. ALL COMMUNITIES.,15-20,POPULATION,134552,68754,65798,Karimnagar.png
1. ALL COMMUNITIES.,15-20,UNMARRIED,33713,28591,5122,Karimnagar.png
1. ALL COMMUNITIES.,15-20,MARRIED,97163,39540,57623,Karimnagar.png
1. ALL COMMUNITIES.,15-20,WIDOWED,3203,553,2650,Karimnagar.png
1. ALL COMMUNITIES.,15-20,DIVORCED,473,70,403,Karimnagar.png
1. ALL COMMUNITIES.,20-30,POPULATION,247420,123649,123771,Karimnagar.png
1. ALL COMMUNITIES.,20-30,UNMARRIED,21708,19098,2610,Karimnagar.png
1. ALL COMMUNITIES.,20-30,MARRIED,211604,102072,109532,Karimnagar.png
1. ALL COMMUNITIES.,20-30,WIDOWED,12418,1867,10551,Karimnagar.png
1. ALL COMMUNITIES.,20-30,DIVORCED,1690,612,1078,Karimnagar.png
1. ALL COMMUNITIES.,30-40,POPULATION,169920,85945,83975,Karimnagar.png
1. ALL COMMUNITIES.,30-40,UNMARRIED,2946,1878,1068,Karimnagar.png
1. ALL COMMUNITIES.,30-40,MARRIED,144873,80776,64097,Karimnagar.png
1. ALL COMMUNITIES.,30-40,WIDOWED,20625,2627,17998,Karimnagar.png
1. ALL COMMUNITIES.,30-40,DIVORCED,1476,664,812,Karimnagar.png
1. ALL COMMUNITIES.,40-50,POPULATION,124250,65736,58514,Karimnagar.png
1. ALL COMMUNITIES.,40-50,UNMARRIED,2027,1131,896,Karimnagar.png
1. ALL COMMUNITIES.,40-50,MARRIED,94338,59445,34893,Karimnagar.png
1. ALL COMMUNITIES.,40-50,WIDOWED,26494,4505,21989,Karimnagar.png
1. ALL COMMUNITIES.,40-50,DIVORCED,1391,655,736,Karimnagar.png
1. ALL COMMUNITIES.,50-60,POPULATION,77549,35807,41742,Karimnagar.png
1. ALL COMMUNITIES.,50-60,UNMARRIED,1246,633,613,Karimnagar.png
1. ALL COMMUNITIES.,50-60,MARRIED,47500,27444,20056,Karimnagar.png
1. ALL COMMUNITIES.,50-60,WIDOWED,27786,7352,20434,Karimnagar.png
1. ALL COMMUNITIES.,50-60,DIVORCED,1017,378,639,Karimnagar.png
1. ALL COMMUNITIES.,60 & over,POPULATION,69937,30362,39575,Karimnagar.png
1. ALL COMMUNITIES.,60 & over,UNMARRIED,1131,752,379,Karimnagar.png
1. ALL COMMUNITIES.,60 & over,MARRIED,33311,21310,12001,Karimnagar.png
1. ALL COMMUNITIES.,60 & over,WIDOWED,34572,8139,26433,Karimnagar.png
1. ALL COMMUNITIES.,60 & over,DIVORCED,923,161,762,Karimnagar.png
1. ALL COMMUNITIES.,Total,POPULATION,1355415,689578,665837,Karimnagar.png
1. ALL COMMUNITIES.,Total,UNMARRIED,494928,299566,195362,Karimnagar.png
1. ALL COMMUNITIES.,Total,MARRIED,725946,362201,363745,Karimnagar.png
1. ALL COMMUNITIES.,Total,WIDOWED,126835,25181,101654,Karimnagar.png
1. ALL COMMUNITIES.,Total,DIVORCED,7706,2630,5076,Karimnagar.png
2. Brahmanic Hindus.,0-1,POPULATION,180,84,96,Karimnagar.png
2. Brahmanic Hindus.,0-1,UNMARRIED,179,83,96,Karimnagar.png
2. Brahmanic Hindus.,0-1,MARRIED,1,1,0,Karimnagar.png
2. Brahmanic Hindus.,0-1,WIDOWED,0,0,0,Karimnagar.png
2. Brahmanic Hindus.,0-1,DIVORCED,0,0,0,Karimnagar.png
2. Brahmanic Hindus.,1-5,POPULATION,861,479,382,Karimnagar.png
2. Brahmanic Hindus.,1-5,UNMARRIED,852,479,373,Karimnagar.png
2. Brahmanic Hindus.,1-5,MARRIED,8,0,8,Karimnagar.png
2. Brahmanic Hindus.,1-5,WIDOWED,1,0,1,Karimnagar.png
2. Brahmanic Hindus.,1-5,DIVORCED,0,0,0,Karimnagar.png
2. Brahmanic Hindus.,5-10,POPULATION,1143,538,605,Karimnagar.png
2. Brahmanic Hindus.,5-10,UNMARRIED,806,330,476,Karimnagar.png
2. Brahmanic Hindus.,5-10,MARRIED,335,208,127,Karimnagar.png
2. Brahmanic Hindus.,5-10,WIDOWED,2,0,2,Karimnagar.png
2. Brahmanic Hindus.,5-10,DIVORCED,0,0,0,Karimnagar.png
2. Brahmanic Hindus.,10-15,POPULATION,2018,793,1225,Karimnagar.png
2. Brahmanic Hindus.,10-15,UNMARRIED,1231,541,690,Karimnagar.png
2. Brahmanic Hindus.,10-15,MARRIED,753,246,507,Karimnagar.png
2. Brahmanic Hindus.,10-15,WIDOWED,34,6,28,Karimnagar.png
2. Brahmanic Hindus.,10-15,DIVORCED,0,0,0,Karimnagar.png
2. Brahmanic Hindus.,15-20,POPULATION,1568,494,1074,Karimnagar.png
2. Brahmanic Hindus.,15-20,UNMARRIED,631,248,383,Karimnagar.png
2. Brahmanic Hindus.,15-20,MARRIED,883,239,644,Karimnagar.png
2. Brahmanic Hindus.,15-20,WIDOWED,54,7,47,Karimnagar.png
2. Brahmanic Hindus.,15-20,DIVORCED,0,0,0,Karimnagar.png
2. Brahmanic Hindus.,20-30,POPULATION,2435,1045,1390,Karimnagar.png
2. Brahmanic Hindus.,20-30,UNMARRIED,345,291,54,Karimnagar.png
2. Brahmanic Hindus.,20-30,MARRIED,1881,718,1163,Karimnagar.png
2. Brahmanic Hindus.,20-30,WIDOWED,209,36,173,Karimnagar.png
2. Brahmanic Hindus.,20-30,DIVORCED,0,0,0,Karimnagar.png
2. Brahmanic Hindus.,30-40,POPULATION,1936,808,1128,Karimnagar.png
2. Brahmanic Hindus.,30-40,UNMARRIED,33,31,2,Karimnagar.png
2. Brahmanic Hindus.,30-40,MARRIED,1636,740,896,Karimnagar.png
2. Brahmanic Hindus.,30-40,WIDOWED,267,37,230,Karimnagar.png
2. Brahmanic Hindus.,30-40,DIVORCED,0,0,0,Karimnagar.png
2. Brahmanic Hindus.,40-50,POPULATION,1588,625,963,Karimnagar.png
2. Brahmanic Hindus.,40-50,UNMARRIED,9,9,0,Karimnagar.png
2. Brahmanic Hindus.,40-50,MARRIED,1267,585,682,Karimnagar.png
2. Brahmanic Hindus.,40-50,WIDOWED,312,31,281,Karimnagar.png
2. Brahmanic Hindus.,40-50,DIVORCED,0,0,0,Karimnagar.png
2. Brahmanic Hindus.,50-60,POPULATION,1387,576,811,Karimnagar.png
2. Brahmanic Hindus.,50-60,UNMARRIED,4,4,0,Karimnagar.png
2. Brahmanic Hindus.,50-60,MARRIED,1100,545,555,Karimnagar.png
2. Brahmanic Hindus.,50-60,WIDOWED,283,27,256,Karimnagar.png
2. Brahmanic Hindus.,50-60,DIVORCED,0,0,0,Karimnagar.png
2. Brahmanic Hindus.,60 & over,POPULATION,586,228,358,Karimnagar.png
2. Brahmanic Hindus.,60 & over,UNMARRIED,3,3,0,Karimnagar.png
2. Brahmanic Hindus.,60 & over,MARRIED,352,184,168,Karimnagar.png
2. Brahmanic Hindus.,60 & over,WIDOWED,231,41,190,Karimnagar.png
2. Brahmanic Hindus.,60 & over,DIVORCED,0,0,0,Karimnagar.png
2. Brahmanic Hindus.,Total,POPULATION,13702,5670,8032,Karimnagar.png
2. Brahmanic Hindus.,Total,UNMARRIED,4093,2019,2074,Karimnagar.png
2. Brahmanic Hindus.,Total,MARRIED,8216,3466,4750,Karimnagar.png
2. Brahmanic Hindus.,Total,WIDOWED,1393,185,1208,Karimnagar.png
2. Brahmanic Hindus.,Total,DIVORCED,0,0,0,Karimnagar.png
3. Other Hindus,0-1,POPULATION,30621,15526,15095,Karimnagar.png
3. Other Hindus,0-1,UNMARRIED,30612,15520,15092,Karimnagar.png
3. Other Hindus,0-1,MARRIED,9,6,3,Karimnagar.png
3. Other Hindus,0-1,WIDOWED,0,0,0,Karimnagar.png
3. Other Hindus,0-1,DIVORCED,0,0,0,Karimnagar.png
3. Other Hindus,1-5,POPULATION,137197,59257,77940,Karimnagar.png
3. Other Hindus,1-5,UNMARRIED,135058,58150,76908,Karimnagar.png
3. Other Hindus,1-5,MARRIED,1946,1106,840,Karimnagar.png
3. Other Hindus,1-5,WIDOWED,38,1,37,Karimnagar.png
3. Other Hindus,1-5,DIVORCED,155,0,155,Karimnagar.png
3. Other Hindus,5-10,POPULATION,87539,58659,28880,Karimnagar.png
3. Other Hindus,5-10,UNMARRIED,67710,53608,14102,Karimnagar.png
3. Other Hindus,5-10,MARRIED,19494,5046,14448,Karimnagar.png
3. Other Hindus,5-10,WIDOWED,235,5,230,Karimnagar.png
3. Other Hindus,5-10,DIVORCED,100,0,100,Karimnagar.png
3. Other Hindus,10-15,POPULATION,109245,61197,48048,Karimnagar.png
3. Other Hindus,10-15,UNMARRIED,59620,45722,13898,Karimnagar.png
3. Other Hindus,10-15,MARRIED,48446,15390,33056,Karimnagar.png
3. Other Hindus,10-15,WIDOWED,857,46,811,Karimnagar.png
3. Other Hindus,10-15,DIVORCED,322,39,283,Karimnagar.png
3. Other Hindus,15-20,POPULATION,95734,47364,48370,Karimnagar.png
3. Other Hindus,15-20,UNMARRIED,20044,17327,2717,Karimnagar.png
3. Other Hindus,15-20,MARRIED,72799,29543,43256,Karimnagar.png
3. Other Hindus,15-20,WIDOWED,2557,442,2115,Karimnagar.png
3. Other Hindus,15-20,DIVORCED,334,52,282,Karimnagar.png
3. Other Hindus,20-30,POPULATION,178108,88449,89659,Karimnagar.png
3. Other Hindus,20-30,UNMARRIED,13117,11834,1283,Karimnagar.png
3. Other Hindus,20-30,MARRIED,154033,74866,79167,Karimnagar.png
3. Other Hindus,20-30,WIDOWED,9501,1207,8294,Karimnagar.png
3. Other Hindus,20-30,DIVORCED,1457,542,915,Karimnagar.png
3. Other Hindus,30-40,POPULATION,117111,59315,57796,Karimnagar.png
3. Other Hindus,30-40,UNMARRIED,2282,1440,842,Karimnagar.png
3. Other Hindus,30-40,MARRIED,99507,55818,43689,Karimnagar.png
3. Other Hindus,30-40,WIDOWED,14092,1460,12632,Karimnagar.png
3. Other Hindus,30-40,DIVORCED,1230,597,633,Karimnagar.png
3. Other Hindus,40-50,POPULATION,89783,48132,41651,Karimnagar.png
3. Other Hindus,40-50,UNMARRIED,1748,940,808,Karimnagar.png
3. Other Hindus,40-50,MARRIED,67219,43633,23586,Karimnagar.png
3. Other Hindus,40-50,WIDOWED,19607,2957,16650,Karimnagar.png
3. Other Hindus,40-50,DIVORCED,1209,602,607,Karimnagar.png
3. Other Hindus,50-60,POPULATION,54937,25058,29879,Karimnagar.png
3. Other Hindus,50-60,UNMARRIED,1105,537,568,Karimnagar.png
3. Other Hindus,50-60,MARRIED,32516,18571,13945,Karimnagar.png
3. Other Hindus,50-60,WIDOWED,20456,5608,14848,Karimnagar.png
3. Other Hindus,50-60,DIVORCED,860,342,518,Karimnagar.png
3. Other Hindus,60 & over,POPULATION,50267,21257,29010,Karimnagar.png
3. Other Hindus,60 & over,UNMARRIED,1035,686,349,Karimnagar.png
3. Other Hindus,60 & over,MARRIED,22731,14178,8553,Karimnagar.png
3. Other Hindus,60 & over,WIDOWED,25694,6259,19435,Karimnagar.png
3. Other Hindus,60 & over,DIVORCED,807,134,673,Karimnagar.png
3. Other Hindus,Total,POPULATION,950542,484214,466328,Karimnagar.png
3. Other Hindus,Total,UNMARRIED,332331,205764,126567,Karimnagar.png
3. Other Hindus,Total,MARRIED,518700,258157,260543,Karimnagar.png
3. Other Hindus,Total,WIDOWED,93037,17985,75052,Karimnagar.png
3. Other Hindus,Total,DIVORCED,6474,2308,4166,Karimnagar.png
1. ALL COMMUNITIES.,0-1,POPULATION,30919,14343,16576,Mahbubnagar.png
1. ALL COMMUNITIES.,0-1,UNMARRIED,30728,14331,16397,Mahbubnagar.png
1. ALL COMMUNITIES.,0-1,MARRIED,191,12,179,Mahbubnagar.png
1. ALL COMMUNITIES.,0-1,WIDOWED,0,0,0,Mahbubnagar.png
1. ALL COMMUNITIES.,0-1,DIVORCED,0,0,0,Mahbubnagar.png
1. ALL COMMUNITIES.,1-5,POPULATION,136176,63495,72681,Mahbubnagar.png
1. ALL COMMUNITIES.,1-5,UNMARRIED,130981,62225,68756,Mahbubnagar.png
1. ALL COMMUNITIES.,1-5,MARRIED,4538,1270,3268,Mahbubnagar.png
1. ALL COMMUNITIES.,1-5,WIDOWED,657,0,657,Mahbubnagar.png
1. ALL COMMUNITIES.,1-5,DIVORCED,0,0,0,Mahbubnagar.png
1. ALL COMMUNITIES.,5-10,POPULATION,92349,42053,50296,Mahbubnagar.png
1. ALL COMMUNITIES.,5-10,UNMARRIED,78811,34435,44376,Mahbubnagar.png
1. ALL COMMUNITIES.,5-10,MARRIED,12958,7548,5410,Mahbubnagar.png
1. ALL COMMUNITIES.,5-10,WIDOWED,573,63,510,Mahbubnagar.png
1. ALL COMMUNITIES.,5-10,DIVORCED,7,7,0,Mahbubnagar.png
1. ALL COMMUNITIES.,10-15,POPULATION,121687,68467,53220,Mahbubnagar.png
1. ALL COMMUNITIES.,10-15,UNMARRIED,81206,53024,28182,Mahbubnagar.png
1. ALL COMMUNITIES.,10-15,MARRIED,39418,15144,24274,Mahbubnagar.png
1. ALL COMMUNITIES.,10-15,WIDOWED,1038,299,739,Mahbubnagar.png
1. ALL COMMUNITIES.,10-15,DIVORCED,25,0,25,Mahbubnagar.png
1. ALL COMMUNITIES.,15-20,POPULATION,116720,70998,45722,Mahbubnagar.png
1. ALL COMMUNITIES.,15-20,UNMARRIED,51887,43834,8053,Mahbubnagar.png
1. ALL COMMUNITIES.,15-20,MARRIED,61851,26583,35268,Mahbubnagar.png
1. ALL COMMUNITIES.,15-20,WIDOWED,2715,499,2216,Mahbubnagar.png
1. ALL COMMUNITIES.,15-20,DIVORCED,267,82,185,Mahbubnagar.png
1. ALL COMMUNITIES.,20-30,POPULATION,173184,99509,73675,Mahbubnagar.png
1. ALL COMMUNITIES.,20-30,UNMARRIED,22629,19324,3305,Mahbubnagar.png
1. ALL COMMUNITIES.,20-30,MARRIED,140224,77851,62373,Mahbubnagar.png
1. ALL COMMUNITIES.,20-30,WIDOWED,9511,2071,7440,Mahbubnagar.png
1. ALL COMMUNITIES.,20-30,DIVORCED,820,263,557,Mahbubnagar.png
1. ALL COMMUNITIES.,30-40,POPULATION,164497,73994,90503,Mahbubnagar.png
1. ALL COMMUNITIES.,30-40,UNMARRIED,13545,11421,2124,Mahbubnagar.png
1. ALL COMMUNITIES.,30-40,MARRIED,132746,58761,73985,Mahbubnagar.png
1. ALL COMMUNITIES.,30-40,WIDOWED,17315,3497,13818,Mahbubnagar.png
1. ALL COMMUNITIES.,30-40,DIVORCED,891,315,576,Mahbubnagar.png
1. ALL COMMUNITIES.,40-50,POPULATION,114635,55459,59176,Mahbubnagar.png
1. ALL COMMUNITIES.,40-50,UNMARRIED,7117,5429,1688,Mahbubnagar.png
1. ALL COMMUNITIES.,40-50,MARRIED,86775,45153,41622,Mahbubnagar.png
1. ALL COMMUNITIES.,40-50,WIDOWED,20067,4621,15446,Mahbubnagar.png
1. ALL COMMUNITIES.,40-50,DIVORCED,676,256,420,Mahbubnagar.png
1. ALL COMMUNITIES.,50-60,POPULATION,75889,35855,40034,Mahbubnagar.png
1. ALL COMMUNITIES.,50-60,UNMARRIED,3441,2570,871,Mahbubnagar.png
1. ALL COMMUNITIES.,50-60,MARRIED,46491,26537,19954,Mahbubnagar.png
1. ALL COMMUNITIES.,50-60,WIDOWED,25391,6550,18841,Mahbubnagar.png
1. ALL COMMUNITIES.,50-60,DIVORCED,566,198,368,Mahbubnagar.png
1. ALL COMMUNITIES.,60 & over,POPULATION,62153,27906,34247,Mahbubnagar.png
1. ALL COMMUNITIES.,60 & over,UNMARRIED,2215,1431,784,Mahbubnagar.png
1. ALL COMMUNITIES.,60 & over,MARRIED,27855,16886,10969,Mahbubnagar.png
1. ALL COMMUNITIES.,60 & over,WIDOWED,31672,9428,22244,Mahbubnagar.png
1. ALL COMMUNITIES.,60 & over,DIVORCED,411,161,250,Mahbubnagar.png
1. ALL COMMUNITIES.,Total,POPULATION,1088209,552079,536130,Mahbubnagar.png
1. ALL COMMUNITIES.,Total,UNMARRIED,422560,248024,174536,Mahbubnagar.png
1. ALL COMMUNITIES.,Total,MARRIED,553047,275745,277302,Mahbubnagar.png
1. ALL COMMUNITIES.,Total,WIDOWED,108939,27028,81911,Mahbubnagar.png
1. ALL COMMUNITIES.,Total,DIVORCED,3663,1282,2381,Mahbubnagar.png
2. Brahmanic Hindus.,0-1,POPULATION,214,71,143,Mahbubnagar.png
2. Brahmanic Hindus.,0-1,UNMARRIED,209,66,143,Mahbubnagar.png
2. Brahmanic Hindus.,0-1,MARRIED,5,5,0,Mahbubnagar.png
2. Brahmanic Hindus.,0-1,WIDOWED,0,0,0,Mahbubnagar.png
2. Brahmanic Hindus.,0-1,DIVORCED,0,0,0,Mahbubnagar.png
2. Brahmanic Hindus.,1-5,POPULATION,808,255,553,Mahbubnagar.png
2. Brahmanic Hindus.,1-5,UNMARRIED,785,234,551,Mahbubnagar.png
2. Brahmanic Hindus.,1-5,MARRIED,23,21,2,Mahbubnagar.png
2. Brahmanic Hindus.,1-5,WIDOWED,0,0,0,Mahbubnagar.png
2. Brahmanic Hindus.,1-5,DIVORCED,0,0,0,Mahbubnagar.png
2. Brahmanic Hindus.,5-10,POPULATION,668,261,407,Mahbubnagar.png
2. Brahmanic Hindus.,5-10,UNMARRIED,667,260,407,Mahbubnagar.png
2. Brahmanic Hindus.,5-10,MARRIED,1,1,0,Mahbubnagar.png
2. Brahmanic Hindus.,5-10,WIDOWED,0,0,0,Mahbubnagar.png
2. Brahmanic Hindus.,5-10,DIVORCED,0,0,0,Mahbubnagar.png
2. Brahmanic Hindus.,10-15,POPULATION,1519,534,985,Mahbubnagar.png
2. Brahmanic Hindus.,10-15,UNMARRIED,1197,521,676,Mahbubnagar.png
2. Brahmanic Hindus.,10-15,MARRIED,321,13,308,Mahbubnagar.png
2. Brahmanic Hindus.,10-15,WIDOWED,1,0,1,Mahbubnagar.png
2. Brahmanic Hindus.,10-15,DIVORCED,0,0,0,Mahbubnagar.png
2. Brahmanic Hindus.,15-20,POPULATION,1922,803,1119,Mahbubnagar.png
2. Brahmanic Hindus.,15-20,UNMARRIED,932,412,520,Mahbubnagar.png
2. Brahmanic Hindus.,15-20,MARRIED,970,386,584,Mahbubnagar.png
2. Brahmanic Hindus.,15-20,WIDOWED,20,5,15,Mahbubnagar.png
2. Brahmanic Hindus.,15-20,DIVORCED,0,0,0,Mahbubnagar.png
2. Brahmanic Hindus.,20-30,POPULATION,2874,1519,1355,Mahbubnagar.png
2. Brahmanic Hindus.,20-30,UNMARRIED,543,387,156,Mahbubnagar.png
2. Brahmanic Hindus.,20-30,MARRIED,2212,1102,1110,Mahbubnagar.png
2. Brahmanic Hindus.,20-30,WIDOWED,119,30,89,Mahbubnagar.png
2. Brahmanic Hindus.,20-30,DIVORCED,0,0,0,Mahbubnagar.png
2. Brahmanic Hindus.,30-40,POPULATION,1886,1078,808,Mahbubnagar.png
2. Brahmanic Hindus.,30-40,UNMARRIED,256,234,22,Mahbubnagar.png
2. Brahmanic Hindus.,30-40,MARRIED,1485,814,671,Mahbubnagar.png
2. Brahmanic Hindus.,30-40,WIDOWED,145,30,115,Mahbubnagar.png
2. Brahmanic Hindus.,30-40,DIVORCED,0,0,0,Mahbubnagar.png
2. Brahmanic Hindus.,40-50,POPULATION,1348,721,627,Mahbubnagar.png
2. Brahmanic Hindus.,40-50,UNMARRIED,43,40,3,Mahbubnagar.png
2. Brahmanic Hindus.,40-50,MARRIED,1109,643,466,Mahbubnagar.png
2. Brahmanic Hindus.,40-50,WIDOWED,196,38,158,Mahbubnagar.png
2. Brahmanic Hindus.,40-50,DIVORCED,0,0,0,Mahbubnagar.png
2. Brahmanic Hindus.,50-60,POPULATION,1015,531,484,Mahbubnagar.png
2. Brahmanic Hindus.,50-60,UNMARRIED,16,16,0,Mahbubnagar.png
2. Brahmanic Hindus.,50-60,MARRIED,779,454,325,Mahbubnagar.png
